Math_Score,Science_Score,Biology_Score,Computer_Score,English_Score,Interest_Technology,Interest_Medicine,Interest_Business,Interest_Arts,Interest_Research,Logical_Thinking,Creativity,Communication_Skills,Problem_Solving,Risk_Taking,Leadership,Family_Preference,Financial_Stability_Required,Recommended_Career
82,93,70,40,97,3,4,1,7,2,6,0,0,6,2,10,1,9,General Studies
76,84,81,43,61,1,7,3,3,8,3,0,6,1,3,0,0,10,General Studies
51,72,96,50,80,3,6,7,3,7,9,8,3,10,5,0,1,8,General Studies
42,56,94,83,62,7,8,1,1,9,8,0,2,7,0,8,1,1,Doctor
40,45,81,65,46,4,3,8,3,10,0,2,4,1,1,2,1,10,General Studies
72,43,92,76,95,0,9,8,3,1,0,1,1,3,9,9,1,8,Doctor
79,59,95,62,62,6,3,1,5,0,4,3,7,1,5,4,0,0,General Studies
49,87,73,68,83,0,1,0,2,3,2,0,8,6,5,8,1,6,General Studies
82,86,48,60,64,8,2,9,1,3,9,0,4,4,0,10,0,5,Business Manager
83,66,61,87,66,2,0,9,7,9,8,3,2,10,5,4,0,5,Research Scientist
68,54,52,84,80,2,0,8,1,10,4,3,9,10,10,2,1,1,General Studies
52,45,64,84,45,5,6,1,7,1,6,6,6,8,8,8,1,0,General Studies
51,86,87,88,94,9,4,7,6,6,0,7,0,4,7,6,1,9,Software Engineer
70,53,57,66,73,5,2,2,2,2,1,7,9,10,9,6,0,7,General Studies
85,99,90,78,48,10,6,0,5,6,10,7,2,7,4,7,1,7,Software Engineer
41,50,51,79,99,10,1,10,5,6,3,8,8,1,3,10,0,1,Software Engineer
90,78,79,52,88,5,2,0,9,0,8,0,1,2,5,4,1,3,General Studies
89,48,56,62,72,0,0,9,4,5,4,8,10,5,10,1,0,3,General Studies
74,65,54,98,90,4,7,1,7,3,4,9,8,10,4,10,0,1,General Studies
62,55,81,55,99,5,1,6,10,10,8,7,10,6,5,8,0,10,Research Scientist
56,44,54,69,45,7,6,5,4,7,7,0,0,9,9,2,0,8,General Studies
65,96,54,43,76,0,10,10,6,7,1,6,3,7,10,10,0,3,Business Manager
47,91,94,79,70,4,8,1,5,2,6,8,9,2,2,1,0,3,Doctor
68,49,78,55,73,2,5,3,10,3,0,3,5,6,6,9,0,3,General Studies
65,89,52,70,80,1,1,1,6,0,9,8,6,7,7,9,1,4,General Studies
49,42,56,92,68,10,1,0,8,9,10,0,2,9,4,4,0,9,Software Engineer
65,52,71,81,97,7,8,2,2,1,10,8,8,5,4,7,1,7,Doctor
73,82,48,64,53,6,9,3,9,6,8,5,3,3,3,2,1,3,General Studies
90,88,79,83,75,9,7,9,6,10,2,3,4,5,9,5,1,2,Software Engineer
80,69,59,51,75,6,8,4,9,6,1,4,7,8,4,8,0,10,General Studies
46,93,65,65,92,4,3,4,2,8,3,6,2,2,9,1,0,0,General Studies
43,84,66,76,54,8,3,6,1,9,3,9,7,1,10,7,1,1,Software Engineer
97,45,60,87,47,4,1,9,6,8,2,3,10,4,7,9,0,3,Business Manager
92,56,57,72,65,1,9,7,3,8,1,7,0,6,4,6,0,8,General Studies
89,98,52,67,75,2,0,8,0,5,4,2,7,2,8,2,1,0,General Studies
84,84,55,48,87,3,9,6,5,7,3,1,10,4,0,0,1,5,General Studies
50,90,48,51,60,4,3,4,10,8,4,0,10,3,6,5,1,5,General Studies
68,92,51,44,67,2,9,8,5,6,7,5,9,10,4,1,1,9,General Studies
95,58,83,93,43,6,9,7,5,3,10,1,7,6,3,2,1,2,Doctor
75,81,77,91,55,4,10,9,1,3,1,7,5,1,2,4,1,9,Doctor
64,74,58,93,61,4,7,8,0,5,8,10,4,10,9,10,1,8,Business Manager
60,85,99,67,51,5,1,9,2,10,9,9,8,6,6,7,0,9,Business Manager
96,65,46,95,55,6,10,7,1,3,0,3,5,1,1,1,0,2,General Studies
75,90,96,74,90,9,7,5,5,10,7,8,0,2,4,5,0,0,Software Engineer
49,44,74,44,79,9,0,3,5,6,4,3,5,4,1,0,1,1,General Studies
76,68,87,73,77,7,0,8,4,7,1,3,0,6,6,6,0,3,General Studies
48,76,57,85,81,8,3,8,9,7,7,7,5,5,5,3,1,3,Software Engineer
63,59,55,73,76,10,6,9,9,7,4,7,2,6,9,0,1,1,Software Engineer
74,88,94,52,68,3,8,9,4,1,9,4,5,10,6,8,1,9,Doctor
88,60,78,78,57,4,4,8,8,9,9,2,5,5,8,8,0,5,Business Manager
74,49,43,81,49,4,1,9,4,1,2,1,0,0,1,10,1,5,Business Manager
87,44,98,84,81,7,6,2,9,1,6,8,8,4,8,2,1,2,Graphic Designer
75,75,64,87,78,8,10,10,5,1,3,8,7,0,6,5,1,0,Software Engineer
57,45,71,97,57,6,1,2,10,3,10,4,1,6,1,6,0,9,General Studies
88,65,79,53,40,4,8,10,3,4,10,7,1,3,9,3,0,8,Doctor
78,43,52,50,78,2,8,5,9,3,9,6,4,4,1,5,1,3,General Studies
71,78,84,81,60,0,2,5,0,4,5,2,9,0,3,8,1,8,General Studies
63,78,56,77,40,10,7,5,3,3,9,4,1,7,1,9,1,4,Software Engineer
62,89,88,43,54,8,10,4,1,6,7,8,10,3,0,5,0,6,Doctor
71,74,76,92,43,4,3,4,9,9,0,3,0,2,5,6,1,2,General Studies
76,40,45,72,99,8,2,1,2,0,1,2,1,0,9,5,1,2,Software Engineer
51,63,58,46,59,9,0,6,6,0,7,6,4,3,10,6,0,7,General Studies
88,96,52,95,49,3,4,3,6,1,6,7,10,2,4,0,0,0,General Studies
94,75,96,80,62,4,10,2,0,0,9,4,9,7,2,5,0,7,Doctor
52,45,99,47,80,3,3,7,7,9,8,7,6,8,10,8,0,7,Research Scientist
62,80,65,76,73,1,0,3,6,9,1,4,4,4,0,10,0,2,General Studies
64,93,53,90,99,0,9,10,0,10,7,8,0,8,8,2,0,0,General Studies
74,85,70,49,85,7,7,3,7,2,5,6,6,0,7,5,1,8,General Studies
80,99,93,82,87,3,7,7,1,5,0,4,5,6,5,3,0,3,General Studies
69,83,43,96,72,4,7,0,7,9,3,8,6,10,5,6,0,6,General Studies
56,99,99,54,73,5,2,8,2,10,1,4,1,6,3,6,1,8,General Studies
88,96,78,77,78,7,5,6,9,5,6,7,4,5,1,8,1,2,General Studies
59,70,47,54,49,10,6,1,6,0,8,3,7,3,3,3,1,4,General Studies
87,59,64,44,93,7,8,10,5,5,5,8,6,10,1,7,0,9,Business Manager
64,63,52,68,59,6,4,5,4,4,3,5,5,8,6,7,0,10,General Studies
61,64,71,58,40,3,8,7,10,6,4,5,5,2,8,7,0,2,Doctor
52,75,98,93,52,5,5,10,9,5,10,2,0,10,1,7,0,4,Business Manager
98,60,77,90,40,3,9,4,10,6,0,2,0,10,8,5,0,10,Doctor
58,69,77,49,44,6,9,5,1,1,3,3,6,0,8,7,1,1,Doctor
88,63,95,51,55,10,9,9,1,0,9,0,2,1,7,5,1,3,Doctor
75,83,67,93,54,0,3,7,0,6,2,5,5,2,0,9,0,1,General Studies
51,81,92,43,88,4,0,5,8,8,8,0,4,1,4,1,0,2,Research Scientist
80,69,69,70,67,9,0,8,10,1,5,10,2,5,9,2,1,4,Graphic Designer
58,61,42,57,70,9,9,8,7,6,3,3,5,6,10,5,0,8,General Studies
51,67,67,55,62,3,4,8,7,2,2,6,2,4,3,6,1,2,General Studies
48,46,42,79,87,10,2,5,0,5,3,5,7,4,6,3,1,9,Software Engineer
46,74,84,75,84,6,4,8,4,2,7,7,6,6,10,0,1,5,General Studies
67,94,93,64,82,8,4,2,5,9,4,3,8,5,7,3,1,3,General Studies
53,67,73,62,56,4,0,4,1,10,10,8,4,7,9,5,1,3,Research Scientist
70,53,55,51,88,3,7,1,9,10,0,9,0,8,10,7,1,10,Graphic Designer
91,95,61,73,73,8,4,7,4,10,4,7,10,1,7,3,1,9,Software Engineer
58,49,71,75,52,4,4,10,5,4,7,4,9,1,1,9,1,9,Business Manager
97,55,77,76,53,8,8,3,8,1,10,5,10,0,2,0,0,4,Doctor
86,55,47,42,50,7,7,5,9,7,3,4,7,6,9,4,1,10,General Studies
55,93,94,48,67,3,0,5,0,7,1,5,1,10,9,6,1,6,General Studies
92,70,47,92,81,10,2,4,9,6,2,0,5,3,6,5,1,10,Software Engineer
44,81,96,57,71,10,6,0,2,5,10,3,0,8,3,2,1,3,General Studies
74,64,45,82,74,6,0,10,8,0,8,8,5,5,5,6,1,7,Graphic Designer
51,52,53,74,98,4,0,6,0,7,6,3,3,6,7,3,0,8,General Studies
64,45,71,96,70,9,4,9,0,0,2,1,4,6,7,4,1,8,Software Engineer
91,83,74,94,56,3,8,7,0,7,4,5,9,7,6,10,0,8,Doctor
98,48,49,73,86,4,5,0,6,10,2,1,6,3,1,6,1,1,General Studies
60,84,42,80,48,4,9,9,4,1,9,2,5,2,1,1,1,2,General Studies
75,75,98,53,49,10,1,6,5,7,3,6,0,2,2,3,0,4,General Studies
92,95,51,43,47,8,10,3,7,9,7,3,8,9,3,3,0,0,General Studies
62,82,88,68,60,8,8,5,1,3,2,0,5,7,0,5,1,3,Doctor
55,59,98,80,52,5,5,8,1,6,2,8,5,2,4,10,1,10,Business Manager
96,57,70,84,98,3,4,4,2,4,10,5,8,7,6,6,0,4,General Studies
78,97,68,89,89,1,4,7,2,7,10,8,9,1,9,3,0,8,General Studies
84,82,44,54,44,2,2,4,2,5,7,2,4,4,10,9,1,7,General Studies
92,96,91,67,45,1,5,1,3,4,9,4,10,4,4,0,0,0,General Studies
81,60,64,81,69,4,3,3,2,0,9,8,5,6,6,0,0,2,General Studies
97,43,80,55,70,5,9,1,1,2,6,5,5,4,4,4,0,2,Doctor
78,89,70,51,56,10,1,6,8,9,6,1,6,8,10,0,0,10,General Studies
53,72,60,91,50,4,2,6,5,8,9,0,8,2,9,2,0,5,Research Scientist
70,66,97,44,59,1,8,2,2,8,1,8,4,8,7,8,1,3,Doctor
97,46,59,73,87,4,10,6,8,4,6,0,4,0,6,2,1,3,General Studies
44,45,78,81,48,8,10,0,3,2,9,4,3,2,0,2,1,0,Doctor
74,54,61,40,41,3,8,0,3,5,10,0,9,3,10,8,1,9,General Studies
62,57,43,78,76,9,5,8,7,4,9,4,3,5,0,4,1,10,Software Engineer
68,71,52,71,40,1,9,5,6,0,2,4,7,9,4,7,1,3,General Studies
82,95,84,65,43,2,9,4,6,1,6,6,1,7,1,9,0,0,Doctor
50,50,81,56,75,2,8,5,9,4,3,6,9,6,8,8,0,4,Doctor
57,59,89,87,93,8,3,5,6,8,7,10,7,7,1,5,0,2,Software Engineer
86,63,88,98,97,3,10,0,9,3,7,9,1,5,8,6,1,9,Doctor
51,54,59,66,64,0,4,4,10,8,5,0,0,5,9,6,0,4,General Studies
48,87,91,63,42,0,9,8,4,2,2,8,9,5,1,6,0,2,Doctor
49,46,52,74,48,6,5,3,6,0,5,0,8,2,3,3,0,4,General Studies
97,60,56,85,61,6,8,2,3,5,5,4,10,9,2,1,0,3,General Studies
83,81,93,81,62,1,4,0,7,9,2,6,7,3,5,1,0,8,General Studies
56,65,75,93,51,8,7,1,8,6,10,7,5,10,3,6,1,5,Software Engineer
77,83,72,78,49,8,10,2,2,3,3,1,3,5,8,9,1,9,Doctor
46,95,40,65,73,4,0,3,6,9,1,0,1,6,8,6,0,1,General Studies
85,53,54,88,82,2,4,6,9,4,0,3,7,2,9,9,0,0,General Studies
52,96,52,77,49,2,9,5,8,3,1,3,2,3,8,6,1,0,General Studies
79,76,56,62,69,2,0,10,0,2,6,9,9,5,2,7,1,0,Business Manager
81,97,63,61,61,5,9,7,1,0,9,5,3,0,2,2,0,8,General Studies
48,60,97,43,45,3,5,8,6,5,4,0,4,10,3,10,0,4,Business Manager
89,57,47,88,89,7,6,5,1,9,8,0,3,6,8,4,1,3,Research Scientist
66,44,89,98,41,10,4,6,6,4,2,2,10,10,5,5,1,9,Software Engineer
97,42,66,48,69,10,0,3,0,10,1,4,7,0,8,7,0,4,General Studies
41,62,84,43,41,10,5,1,2,0,3,5,8,10,7,7,0,8,General Studies
44,65,62,46,71,4,9,8,4,4,1,4,0,9,6,9,1,2,Business Manager
68,76,85,62,81,0,4,8,10,5,10,4,1,10,4,2,0,2,General Studies
76,63,47,41,55,8,5,3,5,9,6,8,3,10,8,3,1,1,General Studies
77,88,47,88,51,0,10,2,8,4,9,1,0,8,3,5,0,7,General Studies
58,58,98,63,40,5,9,9,8,0,5,0,10,9,3,3,0,6,Doctor
47,90,65,79,92,0,6,10,2,4,7,5,5,8,7,9,1,1,Business Manager
87,64,86,94,47,2,6,5,7,9,4,8,4,10,3,3,0,3,General Studies
84,60,98,70,87,9,1,2,3,0,1,6,6,8,6,4,0,6,General Studies
40,51,52,86,89,4,2,0,6,10,3,7,5,3,3,9,1,0,General Studies
61,96,78,70,52,9,5,3,5,2,0,4,2,1,10,6,1,0,General Studies
91,80,76,86,54,6,2,0,7,1,1,9,4,6,0,1,1,7,General Studies
56,72,88,79,92,9,1,1,5,0,3,3,2,3,9,1,0,5,Software Engineer
46,89,67,87,83,7,3,2,3,3,5,5,8,4,8,9,1,1,General Studies
64,92,64,90,47,8,4,7,1,1,3,2,1,0,3,8,1,9,Software Engineer
84,43,55,82,49,5,10,9,6,4,3,0,5,10,2,3,1,9,General Studies
43,81,94,73,85,10,9,3,10,9,10,10,8,9,2,4,1,0,Doctor
75,96,41,94,44,8,8,3,10,0,9,3,9,5,8,2,0,2,Software Engineer
45,46,93,63,89,7,2,9,3,9,9,8,6,6,7,1,1,3,Research Scientist
99,61,57,88,58,8,2,8,8,0,1,3,4,2,9,9,0,4,Software Engineer
70,94,56,99,86,9,5,6,8,10,8,0,1,9,6,7,0,10,Software Engineer
58,72,69,65,77,3,4,1,6,9,9,3,1,1,6,3,1,9,Research Scientist
83,56,78,55,98,8,5,2,4,3,7,6,3,9,3,0,1,2,General Studies
93,63,52,96,50,6,6,3,2,6,7,2,9,6,2,5,1,4,General Studies
78,73,71,86,92,4,10,3,2,1,4,9,1,0,3,5,0,6,Doctor
66,67,89,52,82,4,2,9,8,1,2,5,7,1,5,1,1,10,General Studies
49,97,68,54,59,0,4,7,8,0,5,0,9,2,3,1,1,8,General Studies
65,82,85,66,59,1,7,9,10,4,8,10,6,3,3,7,1,4,Business Manager
58,80,69,43,60,9,3,9,3,5,7,3,6,4,1,10,0,3,Business Manager
78,78,57,55,57,2,9,5,10,5,6,2,2,3,6,6,1,9,General Studies
42,61,52,69,96,7,1,2,0,1,10,0,6,9,5,1,0,10,General Studies
84,88,82,83,89,5,3,10,9,6,7,2,7,2,1,9,0,8,Business Manager
52,56,60,69,49,9,1,8,4,5,3,3,4,0,4,0,0,7,General Studies
89,73,69,75,73,10,2,9,7,7,5,4,0,6,5,10,1,4,Software Engineer
67,45,60,42,65,4,3,7,9,5,4,5,0,9,4,7,1,8,General Studies
97,85,87,61,69,0,3,8,3,8,1,1,10,5,3,9,0,10,Business Manager
59,45,94,88,48,10,9,4,9,9,7,1,3,1,10,1,1,8,Doctor
67,73,56,61,85,8,8,2,9,1,2,5,1,1,10,4,0,0,General Studies
47,40,79,89,90,2,9,3,3,6,4,4,6,2,8,5,1,5,Doctor
80,49,58,96,70,2,5,4,8,4,7,0,2,7,2,9,1,10,General Studies
78,60,91,89,81,1,8,8,8,0,10,2,3,7,10,0,1,4,Doctor
40,44,54,94,94,3,3,8,6,2,8,10,8,9,1,1,0,5,General Studies
42,41,48,99,43,1,8,2,9,3,8,4,1,9,8,9,1,9,General Studies
52,61,91,88,45,8,10,6,7,1,4,1,7,9,7,3,0,2,Doctor
67,87,49,51,53,9,8,5,3,6,1,0,0,9,8,1,1,2,General Studies
96,96,83,94,43,6,5,3,7,0,6,8,2,10,9,10,1,9,General Studies
99,41,70,60,65,7,4,4,5,2,10,4,3,7,10,5,1,4,General Studies
88,49,92,95,86,2,2,9,2,8,10,1,5,6,2,3,1,6,Research Scientist
64,73,62,43,87,5,4,1,6,10,6,9,0,1,0,10,0,3,General Studies
95,55,91,70,78,9,2,10,2,1,7,3,7,0,10,2,0,5,General Studies
72,87,69,83,56,5,4,6,10,4,7,2,1,5,0,5,1,4,General Studies
77,90,72,70,58,0,4,3,6,3,4,6,4,10,2,8,0,1,General Studies
92,78,96,97,90,5,1,1,4,2,0,0,5,7,3,7,0,10,General Studies
45,61,91,62,88,2,8,10,3,4,10,9,7,0,1,1,0,0,Doctor
97,51,48,93,45,10,6,5,2,5,3,3,2,2,7,2,1,5,Software Engineer
83,63,93,92,68,2,5,10,7,0,3,6,8,0,2,1,1,4,General Studies
84,86,86,59,50,2,4,1,3,1,10,10,4,9,3,9,1,8,General Studies
71,79,40,54,55,9,3,9,7,0,2,9,7,8,5,6,1,6,General Studies
84,77,83,62,69,10,7,1,9,2,7,4,3,6,9,8,0,0,General Studies
86,99,74,67,64,10,1,6,2,7,2,3,8,7,5,0,0,9,General Studies
60,98,50,55,79,9,7,0,9,7,4,3,7,8,1,10,1,5,General Studies
55,49,73,76,50,10,0,6,8,3,1,10,4,2,5,2,1,10,Software Engineer
93,74,55,60,46,7,9,9,5,5,5,1,2,9,3,5,1,6,General Studies
60,90,48,54,65,4,0,4,4,8,5,7,0,10,4,3,0,2,General Studies
50,88,71,56,95,3,2,0,4,6,7,3,4,1,6,9,1,8,General Studies
99,71,54,89,61,8,4,5,2,1,7,1,4,5,6,9,1,10,Software Engineer
76,46,51,76,64,8,5,6,1,10,0,8,3,4,5,0,1,10,Software Engineer
75,60,72,52,58,0,3,0,5,1,4,9,9,3,9,8,0,1,General Studies
74,59,84,58,70,1,6,8,10,2,1,6,9,5,5,6,1,0,General Studies
58,65,53,69,65,7,6,6,0,7,9,2,7,5,5,10,0,9,General Studies
59,43,96,84,81,4,1,0,6,9,4,6,2,2,3,6,1,9,General Studies
96,85,96,57,80,6,1,2,4,8,9,0,9,1,2,0,1,8,Research Scientist
57,91,47,53,75,0,1,4,3,2,8,0,8,8,0,8,1,6,General Studies
86,61,47,75,62,9,1,3,8,8,3,3,2,7,2,7,0,9,Software Engineer
80,54,66,75,86,4,8,1,9,9,7,3,3,3,2,10,1,10,General Studies
88,95,51,59,52,10,4,0,0,7,0,3,5,5,8,9,0,0,General Studies
53,79,40,91,64,2,10,3,10,4,7,8,8,2,2,4,1,3,Graphic Designer
54,60,82,58,41,9,7,6,3,10,5,5,9,10,7,3,0,9,General Studies
70,54,79,84,41,1,4,10,2,9,7,2,1,7,7,0,1,2,General Studies
40,61,81,83,55,1,10,3,5,2,5,5,1,2,2,8,1,10,Doctor
92,91,90,46,48,8,4,8,4,10,10,1,1,1,9,7,0,6,Business Manager
93,67,50,96,67,3,0,7,6,6,2,1,4,6,9,1,0,4,General Studies
93,53,78,83,52,3,5,7,0,8,10,6,5,2,5,3,1,8,Research Scientist
42,66,82,92,74,6,3,4,4,5,7,2,2,8,7,3,1,10,General Studies
55,80,70,43,80,9,2,0,1,2,4,6,2,2,7,6,1,2,General Studies
62,79,56,98,52,9,5,8,1,4,9,2,1,7,9,2,0,10,Software Engineer
96,97,72,73,70,1,1,1,10,6,4,1,10,1,9,7,1,5,General Studies
50,67,71,41,60,2,7,5,10,7,6,3,5,8,8,10,0,9,General Studies
51,65,97,44,71,2,0,9,1,3,5,3,0,0,8,6,0,1,General Studies
49,88,68,94,93,5,8,4,8,1,8,2,8,2,7,9,0,2,General Studies
71,41,60,49,73,2,7,9,9,9,6,8,10,10,6,3,1,3,Graphic Designer
55,64,60,71,47,10,0,7,2,1,2,5,9,1,9,8,1,5,Software Engineer
47,95,79,81,98,4,9,10,3,2,10,4,3,6,2,5,1,10,Doctor
77,42,62,80,80,3,8,2,4,7,10,5,1,4,6,2,1,0,General Studies
51,47,95,52,87,2,1,5,3,0,4,10,5,7,3,6,0,5,General Studies
63,83,45,78,41,7,2,5,3,6,8,7,4,1,1,5,1,3,General Studies
67,72,61,44,77,9,1,9,4,5,10,4,2,7,7,7,0,7,Business Manager
92,81,89,97,71,2,7,2,9,1,9,3,2,6,1,4,0,8,General Studies
47,91,77,49,93,5,1,6,8,8,1,6,4,10,0,5,0,7,General Studies
97,74,76,49,79,6,9,10,8,4,0,4,3,4,4,0,1,7,Doctor
67,45,84,77,97,6,1,3,5,1,10,3,4,1,9,7,1,1,General Studies
75,78,90,66,67,1,0,4,10,2,7,4,1,9,8,0,1,9,General Studies
65,91,93,99,76,2,6,8,2,6,7,10,10,10,4,2,0,1,General Studies
47,62,47,90,80,9,1,5,5,6,1,3,0,6,10,1,0,5,Software Engineer
97,64,80,60,40,9,9,9,9,9,7,7,4,9,1,5,1,4,Doctor
99,98,88,47,80,3,4,3,3,0,4,7,10,3,9,7,0,5,General Studies
89,89,74,40,49,6,4,7,2,9,1,0,0,3,3,7,0,8,General Studies
67,82,90,67,94,1,2,8,5,10,6,2,2,7,7,6,0,9,General Studies
67,58,50,88,43,2,2,9,10,10,6,10,7,5,6,6,1,6,Graphic Designer
76,44,63,78,74,6,2,4,5,3,2,3,10,8,4,7,1,4,General Studies
80,90,88,53,49,6,5,1,1,5,0,1,7,10,3,4,1,9,General Studies
75,50,60,60,86,9,3,5,8,7,10,4,8,1,4,2,0,6,General Studies
66,95,90,69,50,2,2,10,7,2,3,10,0,4,6,1,1,7,General Studies
93,51,41,60,53,0,1,7,5,2,1,7,3,5,4,2,1,10,General Studies
56,49,79,88,77,2,2,4,0,7,3,1,5,7,7,10,0,0,General Studies
48,47,58,48,51,4,3,0,1,7,7,8,6,3,6,10,0,9,General Studies
72,63,78,56,84,6,5,7,3,7,1,6,4,10,6,2,1,10,General Studies
92,99,67,44,56,3,3,8,6,0,0,5,6,6,8,6,1,10,General Studies
59,67,98,97,55,10,7,0,8,7,10,7,10,10,7,0,1,6,Software Engineer
52,80,56,96,74,10,2,7,9,7,2,1,9,6,7,6,0,3,Software Engineer
67,75,45,70,41,0,2,9,4,1,9,4,7,3,5,5,1,4,General Studies
87,76,58,91,50,5,2,1,9,8,6,3,9,0,6,10,0,1,General Studies
68,60,95,79,80,1,7,3,1,6,5,7,5,2,7,9,1,9,General Studies
52,47,77,77,42,2,3,1,10,7,5,0,10,1,4,1,1,4,General Studies
85,94,67,82,68,3,0,1,10,1,6,2,3,2,9,9,0,8,General Studies
74,48,41,58,57,5,1,9,10,3,7,9,0,4,1,0,1,0,Graphic Designer
45,86,77,75,59,5,9,2,0,6,2,7,10,10,6,8,0,2,Doctor
57,54,94,89,86,6,1,7,9,5,2,4,4,0,9,1,1,3,General Studies
90,87,76,72,53,4,2,3,0,6,9,3,9,4,2,3,1,8,General Studies
44,85,90,52,73,6,5,6,4,0,7,5,9,1,9,8,1,1,General Studies
86,79,91,53,88,1,7,9,6,7,6,4,9,3,10,8,1,6,Business Manager
64,57,43,95,93,0,0,2,8,6,9,2,3,5,7,10,1,8,General Studies
41,81,61,72,70,9,8,9,8,3,4,10,4,8,5,0,0,9,Software Engineer
49,99,65,68,97,7,0,10,7,0,3,4,3,9,10,1,1,3,General Studies
95,59,88,82,79,0,9,2,0,7,5,3,8,5,3,1,1,4,Doctor
69,45,82,88,81,1,1,1,4,9,8,0,2,9,1,1,0,9,Research Scientist
89,51,75,75,97,10,2,5,5,6,5,0,2,10,6,7,1,3,Software Engineer
98,41,97,97,57,9,6,5,5,7,7,6,9,1,0,7,0,6,Software Engineer
84,46,52,83,69,5,8,0,3,9,0,3,6,7,6,9,1,7,General Studies
44,55,91,49,64,0,2,6,0,0,5,0,1,4,9,7,1,7,General Studies
94,42,97,70,58,9,7,3,2,4,1,5,8,8,9,3,0,2,General Studies
95,84,71,45,47,2,8,10,9,8,2,10,7,9,6,7,0,1,Doctor
72,42,56,96,67,6,9,2,3,4,5,10,5,8,9,6,1,5,General Studies
93,66,80,40,47,7,6,7,3,9,1,10,8,3,2,7,0,0,General Studies
40,89,75,46,70,3,3,1,3,2,3,10,10,0,3,0,1,8,General Studies
57,82,94,97,42,2,3,8,4,8,5,0,2,10,3,2,0,6,General Studies
71,79,99,66,42,0,3,7,10,8,4,7,3,8,3,9,0,7,General Studies
86,77,85,60,83,8,5,7,8,3,5,8,6,8,8,5,0,6,Graphic Designer
88,72,58,67,61,9,3,2,3,3,5,10,0,7,5,0,0,4,General Studies
50,67,97,55,56,5,4,3,8,10,7,2,0,4,9,3,0,4,General Studies
60,40,99,95,75,5,8,1,8,7,8,6,0,4,8,8,1,6,Doctor
65,94,74,85,56,8,6,1,0,6,4,4,7,9,3,6,1,6,Software Engineer
64,47,85,62,53,0,7,3,4,10,5,2,5,5,6,0,0,1,General Studies
61,76,79,91,90,5,4,5,8,4,5,4,2,0,9,5,1,1,General Studies
98,71,95,59,48,4,4,4,3,5,5,9,9,8,8,5,0,6,General Studies
66,99,98,77,69,10,10,0,4,2,1,6,6,4,9,1,1,4,Doctor
88,87,67,93,60,5,6,9,3,5,3,6,5,6,2,5,0,1,General Studies
52,82,40,64,51,10,10,0,1,7,0,8,4,10,2,9,0,0,General Studies
72,76,81,67,76,7,7,5,9,9,0,7,2,7,5,1,1,8,General Studies
73,43,57,44,71,4,8,2,1,10,0,3,3,4,7,7,0,10,General Studies
80,69,87,95,50,1,1,2,1,8,6,4,10,2,0,6,1,7,General Studies
74,45,79,60,59,1,2,6,0,2,0,4,10,5,3,5,0,1,General Studies
40,85,72,57,74,9,1,0,2,7,5,9,0,6,7,9,0,1,General Studies
60,93,51,86,92,4,9,0,10,2,1,1,8,3,5,5,0,2,General Studies
87,58,47,45,86,2,6,9,9,1,5,6,4,8,1,8,1,3,Business Manager
94,71,63,96,85,9,1,2,0,4,5,6,1,10,7,8,0,8,Software Engineer
45,48,55,68,50,2,1,7,3,3,10,8,10,3,0,9,1,5,General Studies
67,51,89,58,91,7,1,0,0,4,2,8,8,10,0,9,1,2,General Studies
56,50,43,72,47,6,3,9,3,5,7,3,6,9,6,1,1,7,General Studies
44,85,77,40,43,0,0,3,2,2,10,4,7,1,9,2,1,5,General Studies
70,94,83,84,66,4,1,8,8,0,3,6,2,8,2,9,0,7,Business Manager
44,55,66,42,83,8,2,3,0,3,6,9,6,3,7,6,0,9,General Studies
77,40,48,81,79,3,6,9,7,5,3,6,10,3,8,10,0,1,Business Manager
42,84,86,60,77,0,9,7,10,1,0,10,0,9,7,9,0,7,Doctor
92,94,55,74,86,7,0,6,8,1,5,9,5,0,0,8,1,10,Graphic Designer
62,92,95,80,69,4,5,2,6,0,4,10,9,1,0,5,1,4,General Studies
76,60,51,79,83,1,2,6,0,8,8,7,5,2,5,10,1,9,Research Scientist
92,69,70,42,87,0,2,6,3,2,8,7,10,6,0,0,0,3,General Studies
76,52,63,64,87,2,3,9,9,1,10,1,9,8,7,10,1,2,Business Manager
49,73,94,84,66,8,3,2,0,3,7,8,5,4,5,6,1,8,Software Engineer
49,43,53,77,60,0,6,1,3,5,6,10,2,3,4,10,0,9,General Studies
58,67,84,84,91,3,2,8,2,0,1,3,5,1,5,0,0,6,General Studies
56,77,64,94,59,7,7,0,1,8,7,0,2,6,3,4,0,6,General Studies
60,97,73,59,99,7,7,6,0,8,2,0,9,5,0,8,0,5,General Studies
53,70,42,91,43,9,10,3,5,7,5,4,8,6,6,9,0,8,Software Engineer
48,98,97,83,50,10,6,1,6,5,9,6,6,7,9,10,0,2,Software Engineer
85,94,63,84,52,10,1,1,5,3,6,4,3,8,8,9,0,0,Software Engineer
40,66,93,73,48,7,4,7,8,1,5,2,2,9,3,8,1,6,General Studies
90,44,81,60,43,9,5,6,8,7,4,10,5,4,3,0,1,8,Graphic Designer
84,64,48,95,51,7,9,6,1,6,3,6,8,10,8,5,1,5,General Studies
52,42,65,94,48,3,3,4,1,3,1,0,2,4,3,2,0,9,General Studies
43,72,59,87,52,7,9,9,8,2,8,10,7,3,9,8,0,1,Business Manager
